"Type","Description"
"Error","E24010: Hyperlink not resolved in toc (One possible reason can be that the link points to a tag with style display:none):/private/var/folders/tb/4klg14dj4x3_ksbvzyw4l2_h0000gn/T/9e22ff8d-72b0-4771-ab12-a9246514bf4a/cTemp/mTemp/mobi-ofKtoz/OEBPS/Text/Messiah_TOC.xhtml#","","","",""
"Error","E24001: The table of content could not be built.","","","",""
"Status","Book conversion failed."
